City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,vila franca do campo,37.7167,-25.4333,68.41,94,100,15.73,PT,1699827907
365,qarqaraly,49.4058,75.4742,31.23,95,88,8.46,KZ,1699828258
366,hilo,19.7297,-155.09,81.28,80,100,9.22,US,1699828000
367,maun,-19.9833,23.4167,81.34,22,53,5.88,BW,1699828258
368,borongan,11.6333,125.4333,80.11,86,64,3.98,PH,1699828258
369,san,13.3034,-4.8956,83.79,9,73,9.64,ML,1699828258
370,new norfolk,-42.7826,147.0587,58.71,53,15,7.38,AU,1699827893
371,mount pearl,47.5166,-52.7813,32.14,90,100,10.36,CA,1699827911
372,broome,42.2506,-75.833,37.71,75,100,6.91,US,1699827926
373,devils lake,48.1128,-98.8651,49.98,56,0,14.97,US,1699828258
374,szarvas,46.8667,20.55,39.24,72,13,5.53,HU,1699828258
375,san julian,21.0167,-102.1667,70.5,48,91,1.32,MX,1699828103
376,bolobo,-2.1667,16.2333,70.39,93,89,3.11,CD,1699828258
377,boyolangu,-8.1181,111.8935,76.96,93,58,2.24,ID,1699828258
378,padang,-0.9492,100.3543,75.25,91,100,2.66,ID,1699828258
379,paita,-5.0892,-81.1144,71.29,76,18,19.06,PE,1699827916
380,igarka,67.4667,86.5833,30.02,98,100,13.13,RU,1699827898
381,pacific grove,36.6177,-121.9166,72.64,70,0,14.97,US,1699827923
382,umri,26.5106,78.9367,64.87,50,1,2.35,IN,1699828259
383,yukhnov,54.7444,35.2297,43.38,93,100,6.98,RU,1699828259
384,rio grande,-32.035,-52.0986,62.71,89,100,10.54,BR,1699827915
385,kapa'a,22.0752,-159.319,84.18,78,75,18.41,US,1699827915
386,ordynskoye,54.3656,81.8994,38.64,97,100,13.22,RU,1699828259
387,prince rupert,54.3161,-130.3201,44.69,65,100,12.66,CA,1699827926
388,xianning,29.8833,114.2167,46.47,66,100,6.29,CN,1699828259
389,eisen,36.8217,128.6308,28.98,55,1,3.74,KR,1699828259
390,lautoka,-17.6167,177.4667,78.66,83,75,5.75,FJ,1699828259
391,riosucio,5.4216,-75.7032,65.01,98,98,1.66,CO,1699828259
392,birao,10.2849,22.7882,78.69,66,88,5.59,CF,1699828259
393,vilhena,-12.7406,-60.1458,74.23,84,94,2.84,BR,1699828259
394,redding,40.5865,-122.3917,67.21,46,0,4.61,US,1699827974
395,price,39.5994,-110.8107,54.66,15,0,4.61,US,1699828259
396,san carlos,9.6612,-68.5827,78.24,86,100,1.9,VE,1699828260
397,cambridge,43.3601,-80.3127,41.29,77,0,9.22,CA,1699827910
398,happy valley-goose bay,53.3168,-60.3315,26.91,68,20,11.5,CA,1699827894
399,paraguacu,-21.5472,-45.7375,79.32,33,49,4.29,BR,1699828260
400,sabancuy,18.9667,-91.1833,81.1,86,88,8.28,MX,1699828260
401,korla,41.7597,86.1469,38.12,69,5,5.26,CN,1699828260
402,los chavez,34.727,-106.7384,66.97,32,0,2.91,US,1699828260
403,tambura,5.6,27.4667,72.9,83,8,4.05,SS,1699827970
404,antigonish,45.6169,-61.9986,39.38,89,100,3.0,CA,1699828260
405,aasiaat,68.7098,-52.8699,5.5,85,74,5.17,GL,1699827905
406,menaka,15.9182,2.4022,81.09,12,0,9.71,ML,1699828260
407,tara,56.8944,74.371,32.14,98,93,3.83,RU,1699828260
408,paphos,34.7667,32.4167,65.98,82,76,9.22,CY,1699828212
409,natal,-5.795,-35.2094,79.45,73,20,9.22,BR,1699827921
410,noosa heads,-26.3833,153.15,78.12,61,52,7.87,AU,1699828260
411,los altos,37.3852,-122.1141,80.47,41,0,10.36,US,1699828224
412,port augusta,-32.5,137.7667,68.25,32,99,9.13,AU,1699827669
413,kizhinga,51.8462,109.9097,6.26,96,36,2.13,RU,1699828261
414,dryden,49.7833,-92.7503,32.29,100,100,9.22,CA,1699828261
415,iskateley,67.6803,53.1512,17.02,94,28,5.99,RU,1699827920
416,clearlake,38.9582,-122.6264,69.58,43,83,7.67,US,1699828261
417,timimoun,29.2639,0.231,68.38,32,0,3.44,DZ,1699828261
418,gadzhiyevo,69.2551,33.3362,16.16,97,92,9.01,RU,1699827906
419,dera bugti,29.0307,69.151,63.54,30,36,2.86,PK,1699828261
420,gislaved,57.3044,13.5408,39.6,85,98,3.78,SE,1699828261
421,ebon,4.582,168.6964,82.74,83,100,14.25,MH,1699828261
422,kayangel,8.0823,134.7173,84.99,73,100,17.72,PW,1699828261
423,nuuk,64.1835,-51.7216,21.81,73,91,2.3,GL,1699827918
424,mahina,-17.5065,-149.489,85.77,70,75,11.5,PF,1699827735
425,griffith,41.5284,-87.4237,57.13,43,0,11.5,US,1699828261
426,kinablangan,7.6947,126.5503,80.92,81,33,4.65,PH,1699828262
427,lospalos,-8.5186,127.0025,79.14,69,24,4.99,TL,1699828262
428,dogonbadan,30.3586,50.7981,59.09,51,0,0.0,IR,1699828262
429,amuntai,-2.4177,115.2494,74.71,98,93,1.23,ID,1699828262
430,palmer,42.1584,-72.3287,37.81,65,18,2.51,US,1699827899
431,vila velha,-20.3297,-40.2925,80.55,86,0,9.22,BR,1699827939
432,villanueva,15.3167,-88.0,83.39,74,40,8.05,HN,1699828262
433,rio pomba,-21.2747,-43.1792,79.54,54,44,1.39,BR,1699828262
434,sao vicente,-23.9631,-46.3919,97.27,56,44,7.0,BR,1699827729
435,kirensk,57.7853,108.1119,12.96,91,96,3.0,RU,1699828141
436,selfoss,63.9331,-20.9971,38.05,65,100,16.15,IS,1699828263
437,yarmouth,41.7057,-70.2286,41.97,68,100,8.99,US,1699827900
438,lebu,-37.6167,-73.65,50.9,62,2,18.68,CL,1699827647
439,persembe,41.0656,37.7714,63.82,92,95,8.12,TR,1699828263
440,waingapu,-9.6567,120.2641,81.77,76,100,3.6,ID,1699828263
441,kamina,-8.7386,24.9906,64.09,98,77,3.44,CD,1699828263
442,kudahuvadhoo,2.6708,72.8944,82.04,72,65,3.74,MV,1699828111
443,nadi,-17.8,177.4167,78.8,83,75,5.75,FJ,1699827650
444,damara,4.9608,18.7035,72.45,95,100,3.83,CF,1699828263
445,ganjam,19.3833,85.0667,73.51,81,74,5.64,IN,1699828263
446,beloyarskiy,63.7119,66.6722,12.0,94,32,5.01,RU,1699828264
447,cambria,35.5641,-121.0808,81.34,47,56,1.99,US,1699828264
448,la gi,10.6667,107.7833,76.46,89,39,7.54,VN,1699827922
449,kunigal,13.0222,77.0267,62.55,89,98,6.17,IN,1699828264
450,severo-yeniseyskiy,60.3725,93.0408,24.58,98,100,1.99,RU,1699828264
451,saint-philippe,-21.3585,55.7679,69.39,83,59,6.67,RE,1699827920
452,saldanha,-33.0117,17.9442,59.05,85,0,20.47,ZA,1699827938
453,keetmanshoop,-26.5833,18.1333,72.52,17,0,2.3,NA,1699828264
454,santa maria,-29.6842,-53.8069,69.57,98,97,9.46,BR,1699828264
455,castillos,-34.1667,-53.8333,61.93,81,91,7.31,UY,1699827897
456,knezevo,44.4908,17.3775,39.67,89,99,4.03,BA,1699828265
457,es castell,39.8795,4.2854,63.28,100,0,4.61,ES,1699828265
458,kemijarvi,66.7131,27.4306,13.46,99,100,5.82,FI,1699828265
459,pindiga,9.9833,10.9333,77.94,26,35,3.78,NG,1699828265
460,manado,1.487,124.8455,75.97,94,20,2.3,ID,1699828265
461,mo i rana,66.3128,14.1428,23.47,63,0,3.44,NO,1699828265
462,enoch,37.7733,-113.0244,63.14,16,0,14.97,US,1699828265
463,el porvenir,13.7617,-87.3458,81.73,77,66,4.59,HN,1699828266
464,antofagasta,-23.65,-70.4,63.68,69,27,11.12,CL,1699827739
465,sola,-13.8833,167.55,78.51,79,97,31.03,VU,1699827905
466,andergrove,-21.0833,149.1833,80.65,54,30,11.68,AU,1699828266
467,ibiruba,-28.6275,-53.0897,71.28,97,91,6.46,BR,1699828266
468,naze,28.3667,129.4833,61.72,68,73,19.1,JP,1699827927
469,bodaybo,57.8506,114.1933,-11.0,98,55,1.63,RU,1699828183
470,banposh,22.25,84.8,67.82,72,50,2.95,IN,1699828266
471,muroto-misakicho,33.2833,134.15,54.09,59,3,20.13,JP,1699828266
472,akureyri,65.6835,-18.0878,21.13,93,0,3.44,IS,1699828267
473,whangarei,-35.7317,174.3239,67.39,33,0,2.75,NZ,1699828018
474,papao,-17.75,-149.55,85.68,79,44,1.52,PF,1699827917
475,hryhoriopol,47.1536,29.2964,42.39,81,89,8.34,MD,1699828267
476,arroio grande,-32.2375,-53.0869,63.14,95,100,6.6,BR,1699828267
477,opuwo,-18.0607,13.84,76.33,37,81,6.29,NA,1699828187
478,adam,22.3756,57.5233,69.48,57,40,2.82,OM,1699828262
479,san pedro de macoris,18.4616,-69.2972,84.81,89,13,10.4,DO,1699828268
480,verdal,63.7933,11.4817,26.64,71,13,5.08,NO,1699828268
481,mayfield,36.7417,-88.6367,64.15,48,37,4.03,US,1699828268
482,codo,-4.4553,-43.8856,86.38,36,4,5.93,BR,1699828268
483,cartagena del chaira,1.3349,-74.8429,76.15,95,71,0.56,CO,1699828268
484,alenquer,-1.9417,-54.7383,86.38,50,54,3.47,BR,1699828268
485,wau,7.7029,27.9953,81.27,59,78,1.45,SS,1699827927
486,lunavada,23.1333,73.6167,67.26,34,76,7.65,IN,1699828269
487,aguadilla,18.4275,-67.1541,83.93,85,0,14.97,PR,1699828269
488,kristiansund,63.1115,7.732,34.45,75,0,4.61,NO,1699828269
489,mayahi,13.9553,7.6712,78.17,13,15,11.56,NE,1699828155
490,nagqu,31.5,92.0,9.88,47,0,3.04,CN,1699827928
491,kolonia,50.9333,6.95,44.74,87,75,4.61,DE,1699828255
492,semenivka,52.1783,32.5818,40.44,96,100,19.33,UA,1699828269
493,turpan,42.9333,89.1667,41.04,32,7,1.57,CN,1699828269
494,yonago,35.4333,133.3333,44.47,100,75,8.05,JP,1699828269
495,columbia,34.0007,-81.0348,59.16,66,0,5.75,US,1699828057
496,reidsville,36.3549,-79.6645,56.32,47,0,0.0,US,1699828270
497,dire dawa,9.5931,41.8661,69.71,76,46,1.05,ET,1699828270
498,bonthe,7.5264,-12.505,79.77,84,69,5.99,SL,1699827893
499,kuanda,56.3161,116.0806,-0.92,94,56,1.01,RU,1699828270
500,kidal,18.4411,1.4078,78.62,12,0,10.67,ML,1699828270
501,lubango,-14.9172,13.4925,66.06,72,75,3.44,AO,1699828270
502,christchurch,-43.5333,172.6333,73.6,38,50,20.71,NZ,1699828197
503,pailon,-17.65,-62.75,96.48,26,86,12.21,BO,1699828213
504,bernal,-5.45,-80.75,77.04,59,4,20.54,PE,1699828270
505,mehtar lam,34.6714,70.2094,58.51,25,1,3.47,AF,1699828271
506,honiara,-9.4333,159.95,83.12,76,73,1.77,SB,1699828271
507,chengdu,30.6667,104.0667,51.85,66,0,6.71,CN,1699828271
508,altamira,-3.2033,-52.2064,85.06,49,100,3.51,BR,1699828271
509,warren,39.4334,-84.1666,54.72,52,0,4.61,US,1699828159
510,murmashi,68.8154,32.8115,-7.19,84,0,2.24,RU,1699828271
511,kavieng,-2.5744,150.7967,82.15,72,100,5.61,PG,1699827929
512,oranjemund,-28.55,16.4333,58.32,86,1,17.92,NA,1699828271
513,seririt,-8.1928,114.9388,79.27,85,17,4.92,ID,1699828271
514,utrik,11.2278,169.8474,82.53,81,100,17.49,MH,1699827682
515,maamba,-17.3667,27.15,78.08,31,41,4.03,ZM,1699828272
516,cuito,-12.3833,16.9333,59.95,97,100,1.36,AO,1699828272
517,sawakin,19.1059,37.3321,83.46,74,86,1.88,SD,1699828272
518,clearwater,27.9659,-82.8001,82.38,77,0,11.01,US,1699828028
519,flying fish cove,-10.4217,105.6791,78.48,83,100,10.36,CX,1699827665
520,zeya,53.75,127.2667,25.48,42,6,7.99,RU,1699828272
521,gornyatskiy,48.2915,40.9575,49.06,71,65,17.72,RU,1699828272
522,zhangjiakou shi xuanhua qu,40.6103,115.0447,21.76,50,9,4.03,CN,1699828272
523,darwin,-12.4611,130.8418,83.95,77,40,0.0,AU,1699827896
524,laojunmiao,39.8333,97.7333,28.26,43,2,3.98,CN,1699828272
525,al ghayzah,16.2079,52.176,79.95,69,0,3.2,YE,1699827925
526,rongelap,11.1635,166.8941,82.2,82,100,19.42,MH,1699827893
527,lunca,43.8333,24.7667,45.28,55,99,1.72,RO,1699828272
528,yamada,39.4667,141.95,42.69,72,59,5.48,JP,1699828273
529,codrington,-38.2667,141.9667,59.05,54,21,10.13,AU,1699828273
530,willemstad,12.1084,-68.9335,80.51,94,20,11.5,CW,1699828273
531,keflavik,64.0049,-22.5624,39.11,70,0,19.57,IS,1699827898
532,tommot,58.9564,126.2925,9.79,93,100,9.48,RU,1699828273
533,jagdalpur,19.0667,82.0333,63.25,79,53,2.21,IN,1699828273
534,assab,13.0092,42.7394,81.68,80,20,20.71,ER,1699828273
535,khovd,48.0056,91.6419,23.04,90,97,0.96,MN,1699827928
536,gizo,-8.103,156.8419,82.11,74,87,10.96,SB,1699828274
537,cianorte,-23.6633,-52.605,85.37,39,78,7.23,BR,1699828274
538,smithers,54.7804,-127.1743,30.52,93,100,4.61,CA,1699828274
539,nguigmi,14.2495,13.1092,79.21,22,4,11.79,NE,1699828274
540,markala,13.7021,-6.0659,81.05,11,24,9.78,ML,1699828274
541,ouargla,31.9493,5.325,62.67,48,0,0.0,DZ,1699828274
542,suva,-18.1416,178.4415,76.48,94,75,12.66,FJ,1699827930
543,hoemul-li,41.4339,129.67,32.36,35,10,3.38,KP,1699828274
544,luwuk,-0.9516,122.7875,81.34,77,74,4.18,ID,1699828274
545,xiongzhou,25.1167,114.3,54.28,81,100,5.26,CN,1699828145
546,mount isa,-20.7333,139.5,83.97,51,40,3.44,AU,1699827879
547,nizhnesortymskiy,62.4397,71.7603,25.9,92,99,11.81,RU,1699828274
548,lompoc,34.6391,-120.4579,83.79,24,0,8.05,US,1699827908
549,sarmiento,-45.5882,-69.07,55.92,34,3,23.91,AR,1699828275
550,teknaf,20.8624,92.3058,71.73,82,11,4.09,BD,1699828275
551,lodwar,3.1191,35.5973,81.39,60,64,15.95,KE,1699828275
552,vilyuysk,63.7553,121.6247,-7.8,100,49,4.56,RU,1699827646
553,ascension,30.2169,-90.9001,75.2,75,40,0.0,US,1699827922
554,al bardiyah,31.7561,25.0865,68.67,81,7,3.71,LY,1699828275
555,ponta delgada,37.7333,-25.6667,68.72,88,40,14.97,PT,1699827898
556,prince george,53.9166,-122.753,35.62,82,100,8.05,CA,1699828219
557,saint-pierre,-21.3393,55.4781,69.48,68,0,8.05,RE,1699827916
558,vitoria da conquista,-14.8661,-40.8394,72.32,45,5,7.52,BR,1699828275
